# Simulation 1 (Up to date)
# 738 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
27.001,1781.58,-20.188,0.02,20.188,0.021,42.769,0.035,42.769,0.047,2.067,0.007,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.061,1.454e6,0,15.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.062,3.354,816.038,333.331,0.5,0.029
27.501,1771.489,-20.177,0.021,20.178,0.139,41.752,0.035,41.752,0.048,1.999,0.137,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.061,1.454e6,0,15.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.79,3.42,817.06,333.371,0.5,0.029
28.001,1761.403,-20.167,0.02,20.168,0.059,40.746,0.035,40.746,0.049,2.027,0.056,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.061,1.455e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.119,3.485,818.081,333.411,0.5,0.029
28.501,1751.321,-20.157,0.02,20.158,0.057,39.726,0.035,39.726,0.05,2.054,0.054,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.455e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.143,3.551,819.102,333.451,0.5,0.029
29.001,1741.245,-20.146,0.022,20.149,0.196,38.675,0.035,38.675,0.052,2.151,0.195,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.456e6,0,15.329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.46,3.616,820.122,333.49,0.5,0.029
29.501,1731.175,-20.137,0.019,20.137,0.062,37.592,0.035,37.592,0.053,2.181,0.059,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.456e6,0,15.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.278,3.682,821.142,333.53,0.5,0.029
30.001,1721.109,-20.127,0.02,20.127,0.04,36.506,0.035,36.506,0.054,2.163,0.035,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.457e6,0,15.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.114,3.747,822.161,333.57,0.5,0.029
30.501,1711.048,-20.117,0.02,20.117,0.027,35.426,0.034,35.426,0.056,2.154,0.019,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.457e6,0,15.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.13,3.813,823.18,333.609,0.5,0.029
31.001,1700.992,-20.106,0.021,20.108,0.145,34.331,0.034,34.332,0.057,2.226,0.144,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.458e6,0,15.326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.454,3.878,824.199,333.649,0.5,0.029
31.501,1690.941,-20.096,0.021,20.098,0.165,33.239,0.034,33.239,0.059,2.144,0.164,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.458e6,0,15.326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.895,3.944,825.216,333.689,0.5,0.029
32.001,1680.896,-20.086,0.02,20.087,0.147,32.186,0.034,32.186,0.06,2.071,0.146,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.459e6,0,15.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.851,4.009,826.234,333.728,0.5,0.029
32.501,1670.855,-20.075,0.022,20.078,0.237,31.18,0.034,31.18,0.062,1.953,0.236,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.459e6,0,15.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.593,4.074,827.25,333.768,0.5,0.029
33.001,1660.82,-20.066,0.018,20.066,0.036,30.199,0.034,30.199,0.064,1.969,0.032,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.459e6,0,15.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.023,4.139,828.267,333.807,0.5,0.029
33.501,1650.789,-20.057,0.019,20.057,0.078,29.224,0.033,29.224,0.066,1.931,0.075,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.46e6,0,15.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.82,4.205,829.282,333.847,0.5,0.029
34.001,1640.764,-20.047,0.02,20.047,0.121,28.273,0.033,28.273,0.067,1.872,0.119,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.46e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.693,4.27,830.298,333.886,0.5,0.029
34.501,1630.743,-20.037,0.019,20.037,0.041,27.342,0.033,27.342,0.069,1.853,0.036,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.461e6,0,15.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.802,4.335,831.313,333.926,0.5,0.029
35.001,1620.727,-20.027,0.019,20.027,0.043,26.42,0.033,26.42,0.072,1.834,0.039,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.461e6,0,15.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.779,4.4,832.327,333.965,0.5,0.029
35.501,1610.715,-20.017,0.02,20.018,0.142,25.521,0.033,25.521,0.074,1.764,0.141,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.462e6,0,15.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.552,4.465,833.341,334.005,0.5,0.029
36.001,1600.709,-20.007,0.019,20.008,0.092,24.628,0.033,24.628,0.076,1.809,0.09,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.462e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.953,4.53,834.354,334.044,0.5,0.029
36.501,1590.708,-19.998,0.019,19.998,0.081,23.713,0.033,23.713,0.079,1.848,0.079,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.463e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.975,4.595,835.367,334.084,0.5,0.029
37.001,1580.712,-19.988,0.02,19.989,0.122,22.774,0.032,22.774,0.082,1.909,0.121,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.463e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.1,4.66,836.379,334.123,0.5,0.029
37.501,1570.72,-19.978,0.02,19.979,0.173,21.798,0.032,21.799,0.085,1.995,0.172,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.464e6,0,15.326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.264,4.725,837.391,334.162,0.5,0.029
38.001,1560.734,-19.968,0.019,19.968,0.064,20.809,0.032,20.809,0.089,1.964,0.061,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.464e6,0,15.321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.875,4.79,838.402,334.202,0.5,0.029
38.501,1550.752,-19.959,0.019,19.959,0.085,19.837,0.032,19.837,0.093,1.922,0.083,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.464e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.8,4.855,839.413,334.241,0.5,0.029
39.001,1540.775,-19.949,0.019,19.949,0.045,18.881,0.032,18.881,0.097,1.902,0.041,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.465e6,0,15.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.845,4.92,840.423,334.28,0.5,0.029
39.501,1530.803,-19.94,0.019,19.94,0.034,17.927,0.032,17.927,0.102,1.916,0.028,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.465e6,0,15.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.964,4.985,841.433,334.32,0.5,0.029
40.001,1520.835,-19.93,0.019,19.93,0.062,16.961,0.032,16.961,0.107,1.946,0.059,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.466e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.042,5.05,842.442,334.359,0.5,0.029
40.501,1510.873,-19.921,0.019,19.921,0.021,15.987,0.032,15.987,0.113,1.95,0.009,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.466e6,0,15.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.97,5.115,843.451,334.398,0.5,0.029
41.001,1500.915,-19.911,0.019,19.911,0.034,15.016,0.031,15.016,0.12,1.936,0.028,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.467e6,0,15.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.898,5.179,844.46,334.438,0.5,0.029
41.501,1490.962,-19.901,0.02,19.902,0.136,14.031,0.031,14.031,0.128,2.004,0.135,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.467e6,0,15.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.215,5.244,845.467,334.477,0.5,0.029
42.001,1481.014,-19.891,0.02,19.892,0.146,13.011,0.031,13.011,0.137,2.076,0.145,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.468e6,0,15.326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.303,5.309,846.521,334.516,0.5,0.029
42.501,1471.071,-19.881,0.02,19.882,0.117,11.958,0.031,11.958,0.148,2.134,0.116,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.468e6,0,15.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.316,5.373,847.58,334.555,0.5,0.029
43.001,1461.133,-19.871,0.021,19.872,0.16,10.872,0.031,10.872,0.163,2.213,0.159,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.469e6,0,15.327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.461,5.438,848.637,334.594,0.5,0.029
43.501,1451.2,-19.861,0.019,19.861,0.045,9.77,0.031,9.77,0.18,2.193,0.041,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.469e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.136,5.503,849.694,334.633,0.5,0.029
44.001,1441.272,-19.851,0.019,19.851,0.03,8.677,0.031,8.677,0.202,2.181,0.023,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.469e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.152,5.567,850.751,334.673,0.5,0.03
44.501,1431.348,-19.842,0.02,19.842,0.036,7.59,0.03,7.59,0.229,2.166,0.03,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.47e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.126,5.632,851.807,334.712,0.5,0.03
45.001,1421.43,-19.832,0.02,19.832,0.047,6.512,0.03,6.512,0.266,2.145,0.043,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.47e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.085,5.696,852.863,334.751,0.5,0.03
45.501,1411.517,-19.821,0.021,19.823,0.176,5.461,0.03,5.461,0.316,2.058,0.175,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.471e6,0,15.328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.797,5.761,853.918,334.79,0.5,0.03
46.001,1401.609,-19.811,0.019,19.811,0.019,4.432,0.03,4.432,0.387,2.057,7.547e-4,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.471e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.061,5.825,854.972,334.829,0.5,0.03
46.501,1391.706,-19.802,0.019,19.802,0.033,3.4,0.03,3.4,0.502,2.071,0.027,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.472e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.117,5.89,856.026,334.868,0.5,0.03
47.001,1381.807,-19.792,0.02,19.792,0.106,2.378,0.03,2.378,0.714,2.019,0.104,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.472e6,0,15.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.865,5.954,857.079,334.907,0.5,0.03
47.501,1371.914,-19.782,0.019,19.782,0.048,1.374,0.03,1.375,1.23,1.997,0.044,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.473e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.936,6.018,858.132,334.946,0.5,0.03
48.001,1362.025,-19.772,0.019,19.772,0.036,0.372,0.029,0.373,4.512,2.012,0.03,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.473e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.062,6.083,859.185,334.985,0.5,0.03
48.501,1352.142,-19.762,0.02,19.763,0.079,-0.624,0.029,0.625,177.32,1.973,0.077,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.474e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.862,6.147,860.237,335.024,0.5,0.03
49.001,1342.263,-19.753,0.019,19.753,0.029,-1.608,0.029,1.608,178.964,1.962,0.021,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.474e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.935,6.211,861.288,335.063,0.5,0.03
49.501,1332.389,-19.743,0.02,19.743,0.077,-2.58,0.029,2.58,179.358,1.925,0.075,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.475e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.817,6.275,862.339,335.102,0.5,0.03
50.001,1322.52,-19.733,0.019,19.733,0.025,-3.544,0.029,3.545,179.535,1.933,0.016,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.475e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.963,6.339,863.389,335.141,0.5,0.03
50.501,1312.656,-19.723,0.019,19.724,0.053,-4.505,0.029,4.505,179.636,1.909,0.049,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.476e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.839,6.404,864.439,335.179,0.5,0.03
51.001,1302.797,-19.714,0.019,19.714,0.051,-5.453,0.029,5.453,179.7,1.885,0.047,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.476e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.819,6.468,865.488,335.218,0.5,0.03
51.501,1292.942,-19.704,0.019,19.704,0.019,-6.396,0.028,6.396,179.746,1.885,7.495e-5,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.476e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.89,6.532,866.537,335.257,0.5,0.03
52.001,1283.092,-19.694,0.019,19.695,0.049,-7.344,0.028,7.344,179.78,1.908,0.045,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.477e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.981,6.596,867.585,335.296,0.5,0.03
52.501,1273.248,-19.685,0.019,19.685,0.051,-8.304,0.028,8.304,179.806,1.931,0.047,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.477e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.007,6.66,868.633,335.335,0.5,0.03
53.001,1263.408,-19.675,0.019,19.675,0.041,-9.274,0.028,9.274,179.827,1.949,0.036,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.478e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.009,6.724,869.68,335.374,0.5,0.03
53.501,1253.572,-19.666,0.019,19.666,0.019,-10.249,0.028,10.249,179.844,1.951,0.003,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.478e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.96,6.788,870.727,335.412,0.5,0.03
54.001,1243.742,-19.656,0.019,19.656,0.034,-11.227,0.028,11.227,179.859,1.965,0.028,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.479e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.012,6.852,871.773,335.451,0.5,0.03
54.501,1233.916,-19.647,0.019,19.647,0.024,-12.212,0.028,12.212,179.871,1.972,0.014,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.479e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.998,6.916,872.819,335.49,0.5,0.03
55.001,1224.095,-19.637,0.019,19.637,0.048,-13.203,0.027,13.203,179.881,1.994,0.044,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.48e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.066,6.98,873.864,335.529,0.5,0.03
55.501,1214.279,-19.627,0.019,19.628,0.105,-14.213,0.027,14.213,179.89,2.045,0.103,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.48e6,0,15.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.205,7.043,874.908,335.567,0.5,0.03
56.001,1204.468,-19.618,0.019,19.618,0.029,-15.238,0.027,15.238,179.898,2.057,0.023,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.058,1.481e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.095,7.107,875.952,335.606,0.5,0.03
56.501,1194.661,-19.609,0.019,19.609,0.06,-16.259,0.027,16.26,179.905,2.028,0.057,28.61,-80.6,9.788,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.058,1.481e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.948,7.171,876.996,335.645,0.5,0.03
